A0,B2157,C745
A0,B2157,C4952
A1,B1110,C5308
A1,B1110,C549
A2,B1572,C1970
A2,B1572,C2466
A3,B809,C58
A3,B809,C195
A4,B2110,C236
A4,B2110,C3374
A5,B1785,C4293
A5,B1785,C2472
A6,B136,C917
A6,B136,C3348
A7,B1884,C3864
A7,B1884,C2824
A8,B235,C5686
A8,B235,C4805
A9,B343,C4962
A9,B343,C3654
A10,B1420,C4276
A10,B1420,C2718
A11,B1349,C4291
A11,B1349,C3926
A12,B79,C4182
A12,B79,C3909
A13,B1535,C515
A13,B1535,C4747
A14,B2286,C3939
A14,B2286,C4866
A15,B2137,C3427
A15,B2137,C1889
A16,B369,C2349
A16,B369,C2457
A17,B1613,C5434
A17,B1613,C567
A18,B46,C583
A18,B46,C3529
A19,B625,C1691
A19,B625,C5187
A20,B2185,C3806
A20,B2185,C3569
A21,B2375,C2424
A21,B2375,C4825
A22,B1214,C1006
A22,B1214,C4500
A23,B942,C1486
A23,B942,C302
A24,B1426,C2603
A24,B1426,C1264
A25,B1813,C1091
A25,B1813,C4704
A26,B1877,C3106
A26,B1877,C4143
A27,B1434,C2539
A27,B1434,C4846
A28,B190,C5263
A28,B190,C4588
A29,B2299,C1951
A29,B2299,C2655
A30,B1094,C1151
A30,B1094,C4861
A31,B715,C748
A31,B715,C5671
A32,B1282,C2104
A32,B1282,C4553
A33,B524,C5481
A33,B524,C2305
A34,B1245,C4100
A34,B1245,C4062
A35,B147,C1165
A35,B147,C887
A36,B246,C694
A36,B246,C3561
A37,B799,C529
A37,B799,C4042
A38,B303,C3451
A38,B303,C1810
A39,B175,C4702
A39,B175,C1779
A40,B1187,C2942
A40,B1187,C2732
A41,B413,C1434
A41,B413,C3500
A42,B2031,C2743
A42,B2031,C139
A43,B1261,C5641
A43,B1261,C4302
A44,B961,C3373
A44,B961,C5830
A45,B2195,C360
A45,B2195,C4078
A46,B112,C4216
A46,B112,C3099
A47,B1045,C539
A47,B1045,C4029
A48,B1423,C3061
A48,B1423,C3079
A49,B960,C4660
A49,B960,C4132
A50,B1570,C5894
A50,B1570,C813
A51,B142,C2222
A51,B142,C4617
A52,B2107,C3448
A52,B2107,C1947
A53,B208,C5881
A53,B208,C1973
A54,B1456,C1337
A54,B1456,C707
A55,B30,C309
A55,B30,C4232
A56,B339,C1288
A56,B339,C4022
A57,B1360,C2357
A57,B1360,C60
A58,B1921,C2558
A58,B1921,C1
A59,B403,C3850
A59,B403,C2789
